name,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Maximum Current Imax (A) Period 1,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line
1409,LIT 400kV N0 3 GENISSIAT-POSTE - VIELMOULIN,7.59,58.345,0.000567492,79.944,,"LINESTRING (5.80461320573897 46.055891422281526, 4.687244564902656 47.326143973596885)",83293593,179260933,17T000000024079V,RTE,GENISSIAT-POSTE,VIELMOULIN,400,2200.0,2300.0,2300.0,2400.0,,,,,,960.0,False
1410,LIT 400kV N0 3 HAVRE (LE) (POSTE) - ROUGEMONTIER,1.684,17.027,0.00019843,40.976,,"LINESTRING (0.1481989297050002 49.4777313174629, 0.7355471588321016 49.34348974267446)",118244194,85827397,17T0000000247777,RTE,HAVRE (LE) (POSTE),ROUGEMONTIER,400,2366.0,2596.0,2596.0,2778.0,,,,,,1111.2,False
1411,LIT 400kV N0 3 LONNY-MASTAING,2.361,31.053,0.000515602,80.779,,"LINESTRING (4.572872065285272 49.82747483626432, 3.2907240279785683 50.296463127218175)",82825438,82967739,17T-FR-000000252,RTE,LONNY,MASTAING,400,2366.0,2596.0,2596.0,2778.0,,,,,,1111.2,False
1412,LIT 400kV N0 3 MENUEL-TAUTE,0.72,9.468,0.00015720599999999999,36.17,,"LINESTRING (-1.5770848093835357 49.476561562316846, -1.3612980699608652 49.20292481021397)",85845085,222188543,17T0000000266658,RTE,MENUEL,TAUTE,400,3465.0,3622.0,3622.0,3780.0,,,,,,1512.0,False
1413,LIT 400kV N0 3 PLESSIS-GASSOT - TERRIER,0.551,7.223,0.00011912999999999999,27.362,,"LINESTRING (2.432692844072572 49.03408698756378, 2.2590062493849303 49.21758053852586)",82741307,85047359,17T000000027711M,RTE,PLESSIS-GASSOT,TERRIER,400,3465.0,3622.0,3622.0,3780.0,,,,,,1512.0,False
1414,LIT 400kV N0 3 TAVEL - TRICASTIN-POSTE (LE),1.686,15.385,0.000204148,51.028,,"LINESTRING (4.642847137153922 44.01497155555933, 4.715014039217039 44.32943108739138)",110086345,11278540,17T000000029370C,RTE,TAVEL,TRICASTIN-POSTE (LE),400,2334.0,2470.0,2470.0,2596.0,,,,,,1038.4,False
1415,LIT 400kV N0 4 BRAUD - CUBNEZAIS,0.674,9.78,0.00012163,32.045,,"LINESTRING (-0.6820200896708515 45.257764854453455, -0.4355296546209813 45.06876009183591)",105515586,235370803,17T000000018506O,RTE,BRAUD,CUBNEZAIS,400,3072.0,3414.0,3414.0,3598.0,,,,,,1439.2,False
1416,LIT 400kV N0 4 CHAFFARD (LE) - ST-VULBAS-OUEST,0.569,5.778,7.123000000000001e-05,20.979,,"LINESTRING (5.122572640814046 45.66217008331108, 5.258710282197206 45.79463285200765)",24020601,823662702,17T0000000200307,RTE,CHAFFARD (LE),ST-VULBAS-OUEST,400,2300.0,2450.0,2450.0,2600.0,,,,,,1040.0,False
1417,LIT 400kV N0 4 MENUEL-TAUTE,0.72,9.468,0.00015720599999999999,70.763,,"LINESTRING (-1.5770848093835357 49.476561562316846, -1.3612980699608652 49.20292481021397)",85845085,222188543,17T0000000266666,RTE,MENUEL,TAUTE,400,2200.0,2300.0,2300.0,2400.0,,,,,,960.0,False
1418,LIT 400kV N0 4 PLESSIS-GASSOT - TERRIER,0.552,7.225,0.000119176,27.372,,"LINESTRING (2.432692844072572 49.03408698756378, 2.2590062493849303 49.21758053852586)",82741307,85047359,17T000000027712K,RTE,PLESSIS-GASSOT,TERRIER,400,2200.0,2300.0,2300.0,2400.0,,,,,,960.0,False
1419,LIT 400kV N0 4 PLESSIS-GASSOT - VILLEVAUDE,0.785,8.731,8.5616e-05,25.401,,"LINESTRING (2.432692844072572 49.03408698756378, 2.662217047888657 48.9045628572712)",82741307,29088787,17T000000027713I,RTE,PLESSIS-GASSOT,VILLEVAUDE,400,2200.0,2300.0,2300.0,2400.0,,,,,,960.0,False
1420,LIT 400kV N0 4 TAVEL - TRICASTIN-POSTE (LE),0.589,10.034,0.000174418,39.048,,"LINESTRING (4.642847137153922 44.01497155555933, 4.715014039217039 44.32943108739138)",110086345,11278540,17T000000029371A,RTE,TAVEL,TRICASTIN-POSTE (LE),400,3900.0,4050.0,4050.0,4200.0,,,,,,1680.0,False
1421,LIT 400kV N0 5 TAVEL - TRICASTIN-POSTE (LE),0.589,10.025,0.000174256,39.045,,"LINESTRING (4.642847137153922 44.01497155555933, 4.715014039217039 44.32943108739138)",110086345,11278540,17T0000000293728,RTE,TAVEL,TRICASTIN-POSTE (LE),400,3900.0,4050.0,4050.0,4200.0,,,,,,1680.0,False
1422,LIT 225kV N0 1 AIRVAULT-BONNEAU,3.064,20.35,0.00023962,52.792,,"LINESTRING (-0.1251494491532815 46.824073347815535, 0.3938835328312007 46.598490731575886)",110522458,115476080,17T000000015268T,RTE,AIRVAULT,BONNEAU,220,932.0,932.0,1145.0,1145.0,,,,,,251.9,False
1423,LIT 225kV N0 1 AIRVAULT-JUMEAUX (LES),0.33,2.212,1.5866e-05,5.507,,"LINESTRING (-0.1251494491532815 46.824073347815535, -0.0715083993004723 46.80181624810045)",110522458,110450456T,17T000000015269R,RTE,AIRVAULT,JUMEAUX (LES),220,1249.0,1337.0,1337.0,1434.0,,,,,,315.48,False
1424,LIT 225kV N0 1 ALBERTVILLE-CHAVANOD,4.46,17.21,0.00012,42.135,,"LINESTRING (6.418252587318362 45.66191433169308, 6.081190186768357 45.8943070565616)",56998024T,183182430,17T-FR-00000048R,RTE,ALBERTVILLE,CHAVANOD,220,617.0,685.0,685.0,742.0,,,,,,163.24,False
1425,LIT 225kV N0 1 ALBERTVILLE-CONTAMINE,2.352,10.043,7.071599999999999e-05,24.925,,"LINESTRING (6.418252587318362 45.66191433169308, 6.554283833951005 45.49395157068216)",56998024T,183105308,17T000000015311H,RTE,ALBERTVILLE,CONTAMINE,220,565.0,673.0,673.0,765.0,,,,,,168.3,False
1426,LIT 225kV N0 1 ALBERTVILLE-LONGEFAN,4.486,17.749,0.000122892,43.669,,"LINESTRING (6.418252587318362 45.66191433169308, 6.358027002780437 45.28420864740964)",56998024T,47633664,17T000000015312F,RTE,ALBERTVILLE,LONGEFAN,220,565.0,673.0,673.0,765.0,,,,,,168.3,False
1427,LIT 225kV N0 1 ALBERTVILLE-MALGOVERT,3.54,16.64,0.00011,40.633,,"LINESTRING (6.418252587318362 45.66191433169308, 6.791300772857408 45.61965627694957)",56998024T,273536873,17T000000015313D,RTE,ALBERTVILLE,MALGOVERT,220,565.0,673.0,673.0,765.0,,,,,,168.3,False
1428,LIT 225kV N0 1 ALBERTVILLE-VENTHON-POSTE,0.39,1.58,1e-05,3.79,,"LINESTRING (6.418252587318362 45.66191433169308, 6.403399583267319 45.6932074235624)",56998024T,183266838,17T0000000153159,RTE,ALBERTVILLE,VENTHON-POSTE,220,231.0,468.0,468.0,611.0,,,,,,134.42,False
1429,LIT 225kV N0 1 ALLINGES-CORNIER,2.42,14.488,0.00010798399999999999,36.996,,"LINESTRING (6.478891663181518 46.33032515307882, 6.295157110410735 46.08462831232308)",147580954,100500802T,17T000000015397I,RTE,ALLINGES,CORNIER,220,966.0,1076.0,1076.0,1168.0,,,,,,256.96,False
1431,LIT 225kV N0 1 AOSTE-BISSY,2.398,10.316,6.681999999999999e-05,24.49,,"LINESTRING (5.611449148979039 45.58385189314981, 5.900736782330928 45.59025633230847)",118127416,56585982,17T000000015750S,RTE,AOSTE,BISSY,220,236.0,470.0,470.0,612.0,,,,,,134.64,False
1432,LIT 225kV N0 1 AQUEDUCS (LES)-CIROLLIERS,0.549,3.644,2.652e-05,9.163,,"LINESTRING (2.429504900464809 48.59371110884539, 2.3200435726496216 48.55143580447808)",24913871,24849819T,17T0000000157859,RTE,AQUEDUCS (LES),CIROLLIERS,220,827.0,1015.0,1015.0,1150.0,,,,,,253.0,False
1433,LIT 225kV N0 1 ARDOISE (L )-MOTTE (LA) (VILLENEUVE-LES-AVIGNON,0.933,5.916,0.00015093000000000002,15.768,,"LINESTRING (4.703382185628214 44.08635273282654, 4.82737776296704 43.98921099909172)",103921705,130792479,17T000000015865B,RTE,ARDOISE (L ),MOTTE (LA) (VILLENEUVE-LES-AVIGNON),220,1025.0,1025.0,1200.0,1200.0,,,,,,264.0,False
1434,LIT 225kV N0 1 ARDOISE (L )-TAVEL,0.649,4.346,3.1182e-05,10.819,,"LINESTRING (4.703382185628214 44.08635273282654, 4.642847137153922 44.01497155555933)",103921705,110086345T,17T0000000158677,RTE,ARDOISE (L ),TAVEL,220,1233.0,1320.0,1320.0,1389.0,,,,,,305.58,False
1435,LIT 225kV N0 1 ARENC-BELLE-DE-MAI,0.251,0.483,0.00014051599999999998,2.88,,"LINESTRING (5.366428652928107 43.3219616628113, 5.3884416537990445 43.31047523777598)",549010403,733773994,17T000000015873C,RTE,ARENC,BELLE-DE-MAI,220,510.0,510.0,640.0,640.0,,,,,,140.8,False
1436,LIT 225kV N0 1 ARGIESANS-ETUPES,0.867,4.44,3.1282e-05,11.145,,"LINESTRING (6.8140230994224185 47.60182420710694, 6.847868776808244 47.50738282361748)",123120808,89158123,17T000000015942J,RTE,ARGIESANS,ETUPES,220,654.0,758.0,758.0,857.0,,,,,,188.54,False
1437,LIT 225kV N0 1 ARGIESANS-SIERENTZ,4.645,21.857,0.00015187799999999998,54.5,,"LINESTRING (6.8140230994224185 47.60182420710694, 7.472244907481821 47.64663556568658)",123120808,49049745T,17T000000015943H,RTE,ARGIESANS,SIERENTZ,220,654.0,758.0,758.0,857.0,,,,,,188.54,False
1438,LIT 225kV N0 1 ARGOEUVES - BRAILLY-CORNEHOTTE,3.497,15.821,0.000109104,38.875,,"LINESTRING (2.250021749287392 49.93963607395799, 1.967825748654061 50.23634274716501)",36805588T,219639224,17T000000015951I,RTE,ARGOEUVES,BRAILLY-CORNEHOTTE,220,894.0,944.0,944.0,1017.0,,,,,,223.74,False
1439,LIT 225kV N0 1 ARGOEUVES-BEAUCHAMPS,3.214,21.636,0.000155084,54.086,,"LINESTRING (2.250021749287392 49.93963607395799, 1.5248566356045807 50.0067459723991)",36805588T,148059532,17T000000015953E,RTE,ARGOEUVES,BEAUCHAMPS,220,753.0,925.0,925.0,1075.0,,,,,,236.5,False
1440,LIT 225kV N0 1 ARGOEUVES-BLOCAUX,2.47,16.435,0.000118874,41.056,,"LINESTRING (2.250021749287392 49.93963607395799, 1.783408677678461 49.77200292324295)",36805588T,167268705,17T000000015952G,RTE,ARGOEUVES,BLOCAUX,220,1250.0,1250.0,1250.0,1250.0,,,,,,275.0,False
1441,LIT 225kV N0 1 ARLOD-GENISSIAT-POSTE,0.34,1.76,7.2e-05,5.279,,"LINESTRING (5.8177193475584845 46.09725920083636, 5.80461320573897 46.055891422281526)",118112539,83293593T,17T000000016024F,RTE,ARLOD,GENISSIAT-POSTE,220,557.0,557.0,653.0,653.0,,,,,,143.66,False
1442,LIT 225kV N0 1 ARNAGE-QUINTES (LES),0.336,2.231,1.6236000000000002e-05,5.605,,"LINESTRING (0.1837732034032952 47.92149816896828, 0.2404904628850176 47.88611363822259)",28525395,86131984T,17T0000000160708,RTE,ARNAGE,QUINTES (LES),220,1249.0,1316.0,1316.0,1389.0,,,,,,305.58,False
1443,LIT 225KV N0 1 ARRIGHI - CHEVILLY,0.962,5.29,0.000168574,14.029,,"LINESTRING (2.414612897623849 48.78569553663022, 2.365261606887237 48.77390797557036)",46172440,44448089,17T0000000161615,RTE,ARRIGHI,CHEVILLY,220,888.0,910.0,972.0,1049.0,,,,,,230.78,False
1444,LIT 225kV N0 1 ARRIGHI-CHARENTON,0.137,0.47,0.000408442,4.511,,"LINESTRING (2.414612897623849 48.78569553663022, 2.406798388907213 48.82084527456946)",46172440,133667044,17T0000000161607,RTE,ARRIGHI,CHARENTON,220,220.0,220.0,340.0,340.0,,,,,,74.8,False
1445,LIT 225kV N0 1 ARRIGHI-MORBRAS,0.67,6.3,0.00013374,22.138,,"LINESTRING (2.414612897623849 48.78569553663022, 2.6482418568513992 48.778846986017214)",46172440,27266058T,17T000000016185S,RTE,ARRIGHI,MORBRAS,220,2008.0,2008.0,2300.0,2400.0,,,,,,528.0,False
1446,LIT 225kV N0 1 ARRIGHI-VILLENEUVE-ST-GEORGES,0.42,2.62,4.062e-05,6.719,,"LINESTRING (2.414612897623849 48.78569553663022, 2.445970757383724 48.75429817906944)",46172440,103365741,17T000000016187O,RTE,ARRIGHI,VILLENEUVE-ST-GEORGES,220,750.0,750.0,830.0,830.0,,,,,,182.6,False
1447,LIT 225kV N0 1 ATTAQUES (LES)-ECHINGHEN,2.375,14.294,0.00010235,36.192,,"LINESTRING (1.913830101628324 50.921110276768616, 1.6397663199787804 50.696625606352775)",85198005T,147580965,17T000000016281W,RTE,ATTAQUES (LES),ECHINGHEN,220,1002.0,1078.0,1078.0,1130.0,,,,,,248.6,False
1448,LIT 225kV N0 1 ATTAQUES (LES)-MANDARINS,0.607,4.047,2.9265999999999997e-05,10.125,,"LINESTRING (1.913830101628324 50.921110276768616, 1.7843974624570051 50.903313258925145)",85198005T,85196424T,17T000000016302D,RTE,ATTAQUES (LES),MANDARINS,220,1308.0,1408.0,1408.0,1478.0,,,,,,325.16,False
1449,LIT 225kV N0 1 AUBE-COMMERVEIL,4.993,22.672,0.00015226200000000001,54.801,,"LINESTRING (0.5565826282242904 48.74285801370215, 0.3759746926887545 48.31674916248494)",146360237,146449311,17T000000016320B,RTE,AUBE,COMMERVEIL,220,938.0,987.0,987.0,1041.0,,,,,,229.02,False
1450,LIT 225kV N0 1 AUBE-MEZEROLLES,8.662,39.653,0.000274442,97.448,,"LINESTRING (0.5565826282242904 48.74285801370215, 1.741466529809091 48.93301538081492)",146360237,89034196T,17T0000000163219,RTE,AUBE,MEZEROLLES,220,731.0,835.0,835.0,930.0,,,,,,204.6,False
1451,LIT 225kV N0 1 AUBUSSON-EGUZON,6.57,30.04,0.000198,73.228,,"LINESTRING (2.1891499379736032 45.95366809032447, 1.620889662804567 46.45818701298623)",137474877,105783300T,17T000000016387G,RTE,AUBUSSON,EGUZON,220,894.0,991.0,991.0,1051.0,,,,,,231.22,False
1452,LIT 225kV N0 1 AUBUSSON-MOLE (LA),6.061,28.674,0.000186626,68.298,,"LINESTRING (2.1891499379736032 45.95366809032447, 2.356662991418085 45.39404524931418)",137474877,104008765,17T000000016388E,RTE,AUBUSSON,MOLE (LA),220,286.0,531.0,531.0,674.0,,,,,,148.28,False
1453,LIT 225kV N0 1 AULNOYE-PONT-SUR-SAMBRE,0.534,2.448,1.6338000000000002e-05,5.897,,"LINESTRING (3.81621728866829 50.19920449798796, 3.863788937074948 50.22939578779708)",757237014,147580984,17T000000016428S,RTE,AULNOYE,PONT-SUR-SAMBRE,220,975.0,1030.0,1030.0,1110.0,,,,,,244.2,False
1454,LIT 225kV N0 1 AUSSOIS-PRAZ-ST-ANDRE,1.07,4.33,3e-05,10.429,,"LINESTRING (6.712248427196863 45.2147585039496, 6.583583496070193 45.20533397391433)",146449309,147132690T,17T000000016508U,RTE,AUSSOIS,PRAZ-ST-ANDRE,220,737.0,820.0,820.0,889.0,,,,,,195.58,False
1455,LIT 225kV N0 1 AUZAT-TARASCON,1.64,6.387,4.449e-05,15.767,,"LINESTRING (1.477775242503048 42.76302533532431, 1.597398794625105 42.85152169189067)",121035301,118400623,17T000000016551T,RTE,AUZAT,TARASCON,220,737.0,820.0,820.0,889.0,,,,,,195.58,False
1457,LIT 225kV N0 1 AVELIN - MASTAING,0.938,10.277,0.00011011400000000001,31.508,,"LINESTRING (3.082279533140677 50.52484805919222, 3.2907240279785683 50.296463127218175)",85605950T,82967739T,17T-FR-00000001G,RTE,AVELIN,MASTAING,220,1273.0,1346.0,1346.0,1453.0,,,,,,319.66,False
1458,LIT 225kV N0 1 AVELIN-COURRIERES,1.086,7.461,5.4868000000000004e-05,18.895,,"LINESTRING (3.082279533140677 50.52484805919222, 2.930558810812598 50.4501285346731)",85605950T,147580959,17T000000016558F,RTE,AVELIN,COURRIERES,220,1273.0,1346.0,1346.0,1451.0,,,,,,319.22,False
1459,LIT 225kV N0 1 AVIGNON (POSTE)-CHATEAURENARD,0.663,4.41,3.075e-05,10.858,,"LINESTRING (4.854952560941126 43.948186221509104, 4.85687039502572 43.86429114006889)",135183628,135282004,17T000000016626O,RTE,AVIGNON (POSTE),CHATEAURENARD,220,1198.0,1281.0,1281.0,1348.0,,,,,,296.56,False
1460,LIT 225kV N0 1 AVIGNON (POSTE)-MOTTE (LA) (VILLENEUVE-LES-AVIG,0.355,2.363,1.7082e-05,5.86,,"LINESTRING (4.854952560941126 43.948186221509104, 4.82737776296704 43.98921099909172)",135183628,130792479,17T000000016627M,RTE,AVIGNON (POSTE),MOTTE (LA) (VILLENEUVE-LES-AVIGNON),220,1233.0,1320.0,1320.0,1389.0,,,,,,305.58,False
1462,LIT 225kV N0 1 AVOINE-DISTRE,1.294,8.775,0.000158758,23.105,,"LINESTRING (0.1634846272013889 47.22425638733642, -0.1143216931660412 47.207930982553314)",117446401T,99722046T,17T000000016667A,RTE,AVOINE,DISTRE,220,915.0,915.0,1075.0,1075.0,,,,,,236.5,False
1463,LIT 225kV N0 1 AVOINE-QUINTES (LES),4.462,30.705,0.000226828,78.477,,"LINESTRING (0.1634846272013889 47.22425638733642, 0.2404904628850176 47.88611363822259)",117446401T,86131984T,17T0000000166688,RTE,AVOINE,QUINTES (LES),220,1100.0,1186.0,1186.0,1275.0,,,,,,280.5,False
1464,LIT 225kV N0 1 BACALAN-BRUGES,0.593,3.97,3.2794e-05,9.894,,"LINESTRING (-0.5458377588121208 44.88230498650341, -0.6366033331683538 44.890914106620734)",147394004,138610604,17T0000000170258,RTE,BACALAN,BRUGES,220,655.0,655.0,760.0,760.0,,,,,,167.2,False
1465,LIT 225kV N0 1 BACALAN-MARQUIS (LE),1.12,7.583,7.6562e-05,19.408,,"LINESTRING (-0.5458377588121208 44.88230498650341, -0.5512377637498569 45.01043482790016)",147394004,105840884T,17T0000000170266,RTE,BACALAN,MARQUIS (LE),220,898.0,920.0,1030.0,1030.0,,,,,,226.6,False
1466,LIT 225kV N0 1 BALARUC - FLORENSAC,1.562,10.27,7.3614e-05,34.393,,"LINESTRING (3.7061130154081896 43.44586258661982, 3.481550988075288 43.386429050373394)",129830455,130595758,17T0000000171092,RTE,BALARUC,FLORENSAC,220,1161.0,1241.0,1241.0,1306.0,,,,,,287.32,False
1467,LIT 225kV N0 1 BALARUC - MONTPELLIER,1.217,8.115,5.8518e-05,19.922,,"LINESTRING (3.7061130154081896 43.44586258661982, 3.849415671424382 43.58054192735387)",129830455,26272450,17T000000017110H,RTE,BALARUC,MONTPELLIER,220,1233.0,1320.0,1320.0,1389.0,,,,,,305.58,False
1468,LIT 225kV N0 1 BALMA (POSTE)-VERFEIL,0.945,6.329,4.5326e-05,28.277,,"LINESTRING (1.4939208467206844 43.61637600039548, 1.672188296784515 43.62955137980047)",1604500,109817708T,17T000000017146X,RTE,BALMA (POSTE),VERFEIL,220,1080.0,1185.0,1185.0,1289.0,,,,,,283.58,False
1469,LIT 225kV N0 1 BARBUISE - CRENEY,5.296,24.684,0.000163784,26.238,,"LINESTRING (3.592072108716258 48.56095686740401, 4.13769568463643 48.34711693277479)",118387084,120707003T,17T000000017194M,RTE,BARBUISE,CRENEY,220,684.0,781.0,781.0,869.0,,,,,,191.18,False
1470,LIT 225kV N0 1 BARBUISE - FOSSES (LES),4.727,22.104,0.000148894,39.31,,"LINESTRING (3.592072108716258 48.56095686740401, 3.110815105280912 48.789934608802135)",118387084,137365310,17T000000017195K,RTE,BARBUISE,FOSSES (LES),220,684.0,781.0,781.0,869.0,,,,,,191.18,False
1472,LIT 225kV N0 1 BASTILLAC-LANNEMEZAN,3.166,20.675,0.00014813,32.175,,"LINESTRING (0.0400991682325281 43.22531736120909, 0.3925980200747876 43.11305765558118)",96822819,294002018,17T000000017307Z,RTE,BASTILLAC,LANNEMEZAN,220,855.0,940.0,940.0,1025.0,,,,,,225.5,False
1473,LIT 225kV N0 1 BATZENDORF-MARLENHEIM,1.804,11.989,8.704000000000001e-05,11.884,,"LINESTRING (7.724372417796992 48.799295354463474, 7.526452002189226 48.61184902188622)",146402374,118086309T,17T000000017343V,RTE,BATZENDORF,MARLENHEIM,220,1100.0,1187.0,1187.0,1302.0,,,,,,286.44,False
1474,LIT 225kV N0 1 BAYET - MONTVICQ,2.11,14.64,0.000118,92.259,,"LINESTRING (3.2951427185568893 46.27305908210421, 2.8210869475543765 46.30583191927753)",71933086T,75509664,17T000000017393G,RTE,BAYET,MONTVICQ,220,814.0,855.0,983.0,1000.0,,,,,,220.0,False
1475,LIT 225kV N0 1 BAYET-SEMINAIRE,2.474,16.472,0.00011915399999999999,24.72,,"LINESTRING (3.2951427185568893 46.27305908210421, 3.3614911795871314 46.53525729622632)",71933086T,137355542,17T000000017394E,RTE,BAYET,SEMINAIRE,220,358.0,692.0,692.0,883.0,,,,,,194.26,False
1476,LIT 225kV N0 1 BAYET-VOLVIC,2.68,18.73,0.000132,34.72,,"LINESTRING (3.2951427185568893 46.27305908210421, 3.065712330501148 45.88953430629293)",71933086T,137191333,17T000000017395C,RTE,BAYET,VOLVIC,220,814.0,983.0,983.0,1099.0,,,,,,241.78,False
1477,LIT 225kV N0 1 BEAULIEU-FARRADIERE (LA),1.799,12.415,9.1578e-05,16.0,,"LINESTRING (-1.1204308211663196 46.176329265846746, -0.8604627772887279 45.967066915742535)",38073132,146366949,17T0000000189521,RTE,BEAULIEU,FARRADIERE (LA),220,632.0,890.0,890.0,1039.0,,,,,,228.58,False
1478,LIT 225kV N0 1 BEAULIEU-GRANZAY,3.287,21.903,0.000158488,28.0,,"LINESTRING (-1.1204308211663196 46.176329265846746, -0.5185456036053672 46.21868203266918)",38073132,105630888T,17T000000018954Y,RTE,BEAULIEU,GRANZAY,220,1249.0,1337.0,1337.0,1434.0,,,,,,315.48,False
1479,LIT 225kV N0 1 BEAULIEU-SIRMIERE,4.007,27.335,0.000200912,43.185,,"LINESTRING (-1.1204308211663196 46.176329265846746, -1.4119844284079404 46.63432244916551)",38073132,142505460,17T000000018955W,RTE,BEAULIEU,SIRMIERE,220,1249.0,1337.0,1337.0,1432.0,,,,,,315.04,False
1480,LIT 225kV N0 1 BEAUMONT-MONTEUX-VALENCE,1.17,5.76,4.6e-05,11.268,,"LINESTRING (4.9279697619892 45.01921084476488, 4.9271011925274895 44.91797786621377)",84603564T,133181704,17T000000016942E,RTE,BEAUMONT-MONTEUX,VALENCE,220,695.0,782.0,782.0,855.0,,,,,,188.1,False
1481,LIT 225kV N0 1 BEAUREGARD (SAINT-LAURENT-NOUAN)-CHAINGY,1.785,8.515,5.5478e-05,77.914,,"LINESTRING (1.5788579946090004 47.71877618028544, 1.8033191687367285 47.87560254679453)",14974823,34198056T,17T000000018976O,RTE,BEAUREGARD (SAINT-LAURENT-NOUAN),CHAINGY,220,483.0,675.0,675.0,786.0,,,,,,172.92,False
1482,LIT 225kV N0 1 BEAUTOR (POSTE) - HERIE-LA-VIEVILLE,2.796,12.61,8.738200000000001e-05,27.764,,"LINESTRING (3.3267038550789256 49.65394243421605, 3.662200566766335 49.80888463688899)",146534501,818615628,17T0000000190208,RTE,BEAUTOR (POSTE),HERIE-LA-VIEVILLE (LE),220,507.0,709.0,709.0,822.0,,,,,,180.84,False
1483,LIT 225kV N0 1 BEAUTOR (POSTE)-LATENA,1.75,12.011,8.869599999999999e-05,12.168,,"LINESTRING (3.3267038550789256 49.65394243421605, 2.938161109773351 49.65763875296653)",146534501,85273680T,17T000000019062T,RTE,BEAUTOR (POSTE),LATENA,220,1172.0,1285.0,1285.0,1388.0,,,,,,305.36,False
