name,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,r,x,b,g,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment,geometry,bus0,s_nom,bus1
162,TR SWIEBODZICE-A3,19T000000003947W,PSE,500.0,500.0,,400.0,220.0,0.000605,0.061855,-520.66,0.0,,0.0,Asymmetrical,1.01,0,,POINT (16.35205559307578 50.85425617326064),179138441,200.0,179138441T
154,TR OSTROLEKA-A1,19T000000006378U,PSE,500.0,500.0,,400.0,220.0,0.000605,0.056385,-570.24,0.0,,0.0,Asymmetrical,1.01,0,,POINT (21.62328907325667 53.10695732515023),121656686,200.0,121656686T
130,TR DUNOWO-A1,19T0000000035667,PSE,400.0,400.0,,400.0,220.0,0.0015425,0.0844,-1788.432,0.0,,0.0,Asymmetrical,0.722,0,,POINT (16.09578068682926 54.12665282156059),175406958,160.0,175406958T
141,TR LAGISZA-A2,19T1100000065478,PSE,500.0,500.0,,400.0,220.0,0.000629,0.063985,-1132.24,0.0,,0.0,Asymmetrical,1.01,0,,POINT (19.141070938896583 50.35215116734192),66161634,200.0,66161634T
T_51,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (16.779157205997596 52.36851025755978),32036484,283.14,32036484T
T_52,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (16.779157205997596 52.36851025755978),32036484,283.14,32036484TT
138,TR KOZIENICE-A2,19T110000006540M,PSE,500.0,500.0,,400.0,220.0,0.0008709999999999999,0.05542,-752.06,0.0,,0.0,Asymmetrical,1.263,0,,POINT (21.455742467284548 51.66246102784337),173582810,200.0,173582810T
142,TR MIKULOWA-A1,19T000000004057N,PSE,500.0,500.0,,400.0,220.0,0.0005325,0.04719,-702.48,0.0,,0.0,Asymmetrical,1.124,0,,POINT (15.11296631963804 51.09154883783439),111615226,200.0,111615226T
143,TR MIKULOWA-A2,19T000000004058L,PSE,500.0,500.0,,400.0,220.0,0.0005325,0.04719,-702.48,0.0,,0.0,Asymmetrical,1.124,0,,POINT (15.11296631963804 51.09154883783439),111615226,200.0,111615226T
158,TR ROGOWIEC-A1,19T110000006626C,PSE,500.0,500.0,,400.0,220.0,0.0007745,0.06229,-334.71999999999997,0.0,,0.0,Asymmetrical,0,0,,POINT (19.328538005835668 51.31611791431296),293484891,200.0,293484891T
159,TR ROGOWIEC-A2,19T110000006627A,PSE,500.0,500.0,,400.0,220.0,0.000605,0.060575000000000004,-491.73999999999995,0.0,,0.0,Asymmetrical,1.01,0,,POINT (19.328538005835668 51.31611791431296),293484891,200.0,293484891T
137,TR KIELCE-A1,19T110000006530P,PSE,500.0,500.0,,400.0,220.0,0.000726,0.058609999999999995,-673.56,0.0,,0.0,Asymmetrical,1.263,0,,POINT (20.41507740455554 50.89982876670864),199098050,200.0,199098050T
132,PST GRUDZIADZ-A3,19T110000006511T,PSE,500.0,500.0,,400.0,220.0,0.00075,0.062435,-1545.46,0.0,,90.0,Symmetrical,0,0.758,Change of tap position of phase shifting transformer (400/220) in substation Grudziadz,POINT (18.80463282892572 53.44672924498167),46092396,200.0,46092396T
T_53,,,PSE,,,,,,0.0014666666666666667,0.14321969696969697,-1101.8172,0.0,,,,,,Added for coherence. Not in the data.,POINT (19.805877518997622 49.97486709403059),189501431,880.88,189501431T
T_54,,,PSE,,,,,,0.0014666666666666667,0.14321969696969697,-1101.8172,0.0,,,,,,Added for coherence. Not in the data.,POINT (19.805877518997622 49.97486709403059),189501431,880.88,189501431TT
128,TR BYCZYNA-A1,19T1100000064579,PSE,500.0,500.0,,400.0,220.0,0.000605,0.06016,-388.41999999999996,0.0,,0.0,Asymmetrical,1.01,0,,POINT (19.29211972431964 50.16377749744904),133537926,200.0,133537926T
129,TR BYCZYNA-A2,19T1100000064587,PSE,500.0,500.0,,400.0,220.0,0.000605,0.06016,-388.41999999999996,0.0,,0.0,Asymmetrical,1.01,0,,POINT (19.29211972431964 50.16377749744904),133537926,200.0,133537926T
155,TR PATNOW-A2,19T110000006597U,PSE,500.0,500.0,,400.0,220.0,0.000726,0.064225,-1305.78,0.0,,0.0,Asymmetrical,1.035,0,,POINT (18.234986535587893 52.30511153971919),255284259,200.0,255284259T
163,TR WIELOPOLE-A3,19T000000003959P,PSE,400.0,400.0,,400.0,220.0,0.001815,0.09819375,-3890.9120000000003,0.0,,0.0,Asymmetrical,1.279,0,,POINT (18.541038368045708 50.12301278797003),139452056,160.0,139452056T
157,TR POLKOWICE-A3,19T0000000064187,PSE,500.0,500.0,,400.0,220.0,0.000581,0.057185,-619.84,0.0,,0.0,Asymmetrical,1.01,0,,POINT (16.075549721007338 51.49638358417502),180542657,200.0,180542657T
150,TR MILOSNA-A3,19T1100000065648,PSE,400.0,400.0,,400.0,220.0,0.001603125,0.0830375,-4393.392,0.0,,0.0,Asymmetrical,0,0,,POINT (21.2893728759338 52.22700520918752),99593626,160.0,99593626T
131,TR GDANSK-A3,19T110000006503S,PSE,330.0,330.0,,400.0,220.0,0.0014666666666666667,0.14321969696969697,-1101.8172,0.0,,0.0,Asymmetrical,1.01,0,,POINT (18.44123523121401 54.33756663385635),154838041,132.0,154838041T
T_55,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (14.896377355401324 53.35462091183533),32943179,271.04,32943179T
T_56,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (14.896377355401324 53.35462091183533),32943179,271.04,32943179TT
413,TR Mintia 400/220 1,30T-MINT400AT3-T,TEL,,,577.0,400.0,231.0,0.0023604852686308487,0.20483968804159444,-1148.9224,108.19904000000001,8;-2,0.0,Symmetrical,1.25,,,POINT (22.831707548362505 45.916591069929446),97402111,230.8,97402111T
414,TR Mintia 400/220 2,30T-MINT400AT4-Q,TEL,,,577.0,400.0,231.0,0.0023414211438474867,0.20414644714038127,-1148.9224,108.19904000000001,8;-2,0.0,Symmetrical,1.25,,,POINT (22.831707548362505 45.916591069929446),97402111,230.8,97402111T
411,TR Lacu Sarat 400/220 1,30T-LACS400AT3-Q,TEL,,,577.0,400.0,231.0,0.0021100519930675908,0.2060528596187175,-1149.8456,98.52852,8;-3,0.0,Symmetrical,1.25,,,POINT (27.85553151895673 45.22323473923632),196672665,230.8,196672665T
412,TR Lacu Sarat 400/220 2,30T-LACS400AT4-N,TEL,,,577.0,400.0,231.0,0.0021074523396880417,0.2058838821490468,-1150.0764,95.34348000000001,8;-3,0.0,Symmetrical,1.25,,,POINT (27.85553151895673 45.22323473923632),196672665,230.8,196672665T
419,TR Sibiu Sud 400/220 1,30T-SIBI400AT5-M,TEL,,,577.0,400.0,231.0,0.0026083188908145576,0.18923310225303291,-1150.7688,86.55000000000001,10;0,0.0,Symmetrical,1.25,,,POINT (24.194666893102585 45.78549161911413),196654321,230.8,196654321T
420,TR Sibiu Sud 400/220 2,30T-SIBI400AT6-J,TEL,,,577.0,400.0,231.0,0.0026083188908145576,0.18923310225303291,-1150.7688,86.55000000000001,10;0,0.0,Symmetrical,1,,,POINT (24.194666893102585 45.78549161911413),196654321,230.8,196654321T
418,TR Rosiori 400/220,30T-ROSI400AT--1,TEL,,,577.0,400.0,231.0,0.0021317157712305024,0.20622616984402078,-1148.9224,108.19904000000001,8;0,0.0,Symmetrical,1.25,,,POINT (23.22035717135328 47.70876933053899),182655738,230.8,182655738T
408,TR Gutinas 400/220 1,30T-GUTI400AT5-2,TEL,,,577.0,400.0,231.0,0.0028422876949740035,0.18420277296360485,-1150.5380000000002,89.435,8;-1,0.0,Symmetrical,1.25,,,POINT (26.822245621865967 46.22381422864739),125672002,230.8,125672002T
409,TR Gutinas 400/220 2,30T-GUTI400AT61W,TEL,,,577.0,400.0,231.0,0.0028422876949740035,0.18420277296360485,-1150.5380000000002,89.435,8;-1,0.0,Symmetrical,1.25,,,POINT (26.822245621865967 46.22381422864739),125672002,230.8,125672002T
410,TR Iernut 400/220 1,30T-IERN400AT1-U,TEL,,,577.0,400.0,231.0,0.003661178509532062,0.17621750433275563,-1146.6144000000002,129.82500000000002,7;0,0.0,Symmetrical,1.25,,,POINT (24.18299356428424 46.46617943259868),234876695,230.8,234876695T
424,TR Iernut 400/220 2,30TIERN400AT2--1,TEL,,,577.0,400.0,231.0,0.002218370883882149,0.20448873483535526,-824.814576,100.16720000000001,-7;0,0.0,Symmetrical,,,,POINT (24.18299356428424 46.46617943259868),234876695,230.8,234876695T
415,TR Portile de Fier 400/220 1,30T-PDFE400AT1-A,TEL,,,721.0,400.0,231.0,0.0015977808599167823,0.14090499306518725,-1248.772,180.25,6;0,0.0,Symmetrical,1.25,,,POINT (22.53886411495268 44.67241119823274),228718321,288.4,228718321T
416,TR Portile de Fier 400/220 2,30T-PDFE400AT2-7,TEL,,,721.0,400.0,231.0,0.0015977808599167823,0.14090499306518725,-1248.772,180.25,7;0,0.0,Symmetrical,1.25,,,POINT (22.53886411495268 44.67241119823274),228718321,288.4,228718321T
417,TR Portile de Fier 400/220 3,30T-PDFE400AT3-4,TEL,,,721.0,400.0,231.0,0.0017798196948682387,0.14179264909847436,-1794.589188,168.65632,7;0,0.0,Symmetrical,1.25,,,POINT (22.53886411495268 44.67241119823274),228718321,288.4,228718321T
406,TR Bucuresti Sud 400/220 1,30T-BUCU400AT3-J,TEL,,,577.0,400.0,231.0,0.0022097053726169843,0.225290294627383,-1145.2296,141.365,12;-1,0.0,Symmetrical,1.25,,,POINT (26.15600615171906 44.40267201564828),23575521,230.8,23575521T
407,TR Bucuresti Sud 400/220 2,30T-BUCU400AT4-R,TEL,,,577.0,400.0,231.0,0.0022097053726169843,0.225290294627383,-1145.2296,141.365,12;-1,0.0,Symmetrical,1.25,,,POINT (26.15600615171906 44.40267201564828),23575521,230.8,23575521T
421,TR Slatina 400/220 1,30T-SLAT400AT1-N,TEL,,,577.0,400.0,231.0,0.003032928942807625,0.1854116117850953,-1150.5380000000002,89.435,8;0,0.0,Symmetrical,1,,,POINT (24.39420365397544 44.45082561495568),198777633,230.8,198777633T
422,TR Slatina 400/220 2,30T-SLAT400AT2-K,TEL,,,577.0,400.0,231.0,0.003032928942807625,0.1854116117850953,-1150.5380000000002,89.435,8;0,0.0,Symmetrical,1.25,,,POINT (24.39420365397544 44.45082561495568),198777633,230.8,198777633T
423,PST Urechesti 400/220 1,30T-UREC400AT--F,TEL,,,577.0,400.0,231.0,0.004419410745233969,0.19925476603119582,-2854.5344,418.32500000000005,-12;-1,60.0,Asymmetrical,,1.25,Connected in substation 400/220 kV Urechesti (RO),POINT (23.25683425836154 44.97131872773552),199657972,230.8,199657972T
403,TR Bradu 400/220 1,30T-BRAD400AT3-3,TEL,,,577.0,400.0,231.0,0.0020797227036395147,0.1982538994800693,-566.8448,108.19904000000001,8;0,0.0,Symmetrical,1.25,,,POINT (24.89571708542921 44.76248875015348),205384220,230.8,205384220T
404,TR Bradu 400/220 2,30T-BRAD400AT4-0,TEL,,,577.0,400.0,231.0,0.0020797227036395147,0.1982538994800693,-566.8448,108.19904000000001,8;0,0.0,Symmetrical,1.25,,,POINT (24.89571708542921 44.76248875015348),205384220,230.8,205384220T
405,TR Brazi Vest 400/220 2,30T-BRAZ400AT3-R,TEL,,,577.0,400.0,231.0,0.0021317157712305024,0.20622616984402078,-1148.9224,108.19904000000001,8;0,0.0,Symmetrical,1.25,,,POINT (25.997897350000034 44.88075940000017),209067387,230.8,209067387T
402,PST Arad 400/220 3,30T-ARAD400AT3-F,TEL,,,577.0,400.0,231.0,0.004419410745233969,0.19925476603119582,-2854.5344,418.32500000000005,-12;0,60.0,Asymmetrical,,1.25,Connected in substation 400/220 kV Arad (RO),POINT (21.37804024125553 46.183328243120194),101158766,230.8,101158766T
T_57,,,TEL,,,,,,0.0015977808599167823,0.14090499306518725,-1248.772,180.25,,,,,,Added for coherence. Not in the data.,POINT (26.244312456946783 47.61911127757491),202948507,174.24,202948507T
T_58,,,TEL,,,,,,0.0015977808599167823,0.14090499306518725,-1248.772,180.25,,,,,,Added for coherence. Not in the data.,POINT (26.244312456946783 47.61911127757491),202948507,174.24,202948507TT
T_59,,,ELES,,,,,,0.00012433598937583,0.009776062416998672,-6579.593519999999,4892.0904,,,,,,Added for coherence. Not in the data.,POINT (15.73382257705654 46.398394525298045),113568896,232.32,113568896T
T_60,,,ELES,,,,,,0.00012433598937583,0.009776062416998672,-6579.593519999999,4892.0904,,,,,,Added for coherence. Not in the data.,POINT (15.73382257705654 46.398394525298045),113568896,232.32,113568896TT
97,TR Podlog 421,28T-0000002374-J,ELES,,,1000.0,400.0,231.0,0.0004335,0.039517500000000004,-3769.508,992.4799999999999,,,,,,,POINT (15.129713524939223 46.27614824584354),119244495,400.0,119244495T
98,TR Divaca 211,28T-0000001565-G,ELES,,,753.0,220.0,115.0,0.0018097307738742002,0.07262465290353737,-10399.770348,1599.6129600000002,,,,,,,POINT (13.96875779001981 45.69128012385956),96747435,165.66,96747435T
99,TR Divaca 212,28T-0000001566-D,ELES,,,753.0,220.0,115.0,0.0022353012193649644,0.07032476155982133,-10399.770348,1599.6129600000002,,,,,,,POINT (13.96875779001981 45.69128012385956),96747435,165.66,96747435T
100,TR Divaca 411,28T-0000001567-A,ELES,,,1506.0,400.0,115.0,0.00012433598937583,0.009776062416998672,-6579.593519999999,4892.0904,,,,,,,POINT (13.96875779001981 45.69128012385956),96747435,602.4,96747435T
101,TR Divaca 412,28T0000000002349,ELES,,,1506.0,400.0,115.0,0.00013164010624169985,0.00975398406374502,-4698.677831999999,4960.40256,,,,,,,POINT (13.96875779001981 45.69128012385956),96747435,602.4,96747435T
95,TR Bericevo 421,11T0-0000-0082-R,ELES,,,1000.0,400.0,231.0,0.00046699999999999997,0.039384999999999996,-5606.44,1011.96,,,,,,,POINT (14.613694422432442 46.09308659634301),138362793,400.0,138362793T
399,TR Krizovany T401,24T-KRIZ-T401-02,SEPS,,,577.0,400.0,231.0,0.0021057192374350085,0.1698310225303293,-2861.92,302.925,,,,,,,POINT (17.660190123029622 48.33677782981663),51982806,230.8,51982806T
400,TR Bystricany T402,24T-BYST-T402-1I,SEPS,,,360.0,400.0,231.0,0.008625,0.5501388888888888,-27.36,66.24000000000001,,,,,,,POINT (18.51179483804877 48.66613943526382),146531966,144.0,146531966T
401,TR Bystricany T401,24T-BYST-T401-0O,SEPS,,,360.0,400.0,231.0,0.008625,0.5501388888888888,-27.36,66.24000000000001,,,,,,,POINT (18.51179483804877 48.66613943526382),146531966,144.0,146531966T
T_61,,,SEPS,,,,,,0.008625,0.5501388888888888,-27.36,66.24000000000001,,,,,,Added for coherence. Not in the data.,POINT (18.97608074699297 49.090592924049794),239560640,321.86000000000007,239560640T
T_62,,,SEPS,,,,,,0.008625,0.5501388888888888,-27.36,66.24000000000001,,,,,,Added for coherence. Not in the data.,POINT (21.254798097955103 48.85890357888339),100979306,197.23000000000002,100979306T
T_63,,,SEPS,,,,,,0.008625,0.5501388888888888,-27.36,66.24000000000001,,,,,,Added for coherence. Not in the data.,POINT (21.254798097955103 48.85890357888339),100979306,197.23000000000002,100979306TT
T_64,,,Amprion GmbH,,,,,,0.0004300935550935551,0.032224532224532226,-5310.240000000001,1462.24,,,,,,Added for coherence. Not in the data.,POINT (8.2323 47.5559),98648381,264.50600000000003,98648381T
T_65,,,Amprion GmbH,,,,,,0.0004300935550935551,0.032224532224532226,-5310.240000000001,1462.24,,,,,,Added for coherence. Not in the data.,POINT (8.0504 47.5505),50319857,363.00000000000006,50319857T
T_66,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (22.624 48.4164),203815422,396.88000000000005,203815422T
T_67,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (22.624 48.4164),203815422,396.88000000000005,203815422TT
T_68,,,HOPS,,,,,,0.000485,0.039,-3464.0,960.0,,,,,,Added for coherence. Not in the data.,POINT (17.7697 43.3028),89827347,188.76000000000002,89827347T
T_69,,,HOPS,,,,,,0.000485,0.039,-3464.0,960.0,,,,,,Added for coherence. Not in the data.,POINT (17.7697 43.3028),89827347,188.76000000000002,89827347TT
