line_name,eic_code,tso,substation_1,substation_2,voltage_kv
Opladen - Rommerskirchen STOMM N,11T0-0000-1869-5,AMPRION GMBH,Opladen,Rommerskirchen,220.0
Fuehlingen - Rommerskirchen STOMM S,11T0-0000-0267-A,AMPRION GMBH,Fuehlingen,Rommerskirchen,220.0
Y-Muendelheim (-Osterath - Rheinhausen) STRATM O,11T0-0000-2074-D,AMPRION GMBH,Muendelheim,Y-Rheinhausen,220.0
Y-Osterath (-Muendelheim - Rheinhausen) STRATM O,11T0-0000-2075-A,AMPRION GMBH,Osterath,Y-Rheinhausen,220.0
Y-Rheinhausen (-Muendelheim - Osterath) STRATM O,11T0-0000-2076-7,AMPRION GMBH,Rheinhausen,Y-Rheinhausen,220.0
Gellep - Muendelheim STRATM W,11T0-0000-0364-E,AMPRION GMBH,Gellep,Muendelheim,220.0
Norf - St. Peter STUERZ O,11T0-0000-1445-8,AMPRION GMBH,Norf,St. Peter,220.0
Norf - St. Peter STUERZ W,11T0-0000-0497-P,AMPRION GMBH,Norf,St. Peter,220.0
Ensdorf - Uchtelfangen TAUBNT N,11T0-0000-0604-N,AMPRION GMBH,Ensdorf,Uchtelfangen,380.0
Ensdorf - Uchtelfangen TAUBNT S,11T0-0000-0605-K,AMPRION GMBH,Ensdorf,Uchtelfangen,380.0
Herbertingen - Tiengen TIENGN N,11T-D4-D7-00010V,AMPRION GMBH,Herbertingen,Tiengen,380.0
Y-Osterath (-Selbeck - Utfort) TOESEE W,11T0-0000-0805-A,AMPRION GMBH,Osterath,Y-Osterath,380.0
Y-Selbeck (-Osterath - Utfort) TOESEE W,11T0-0000-0851-2,AMPRION GMBH,Selbeck,Y-Osterath,380.0
Y-Utfort (-Osterath - Selbeck) TOESEE W,11T0-0000-0880-U,AMPRION GMBH,Utfort,Y-Osterath,380.0
Kelsterbach - Kriftel TREBUR N,11T0-0000-0671-4,AMPRION GMBH,Kelsterbach,Kriftel,380.0
Y-Bischofsheim (-Kriftel - Schwanheim) TREBUR S,11T0-0000-2392-X,AMPRION GMBH,Bischofsheim,Kriftel,380.0
Y-Kriftel (-Bischofsheim - Schwanheim) TREBUR S,11T0-0000-2393-U,AMPRION GMBH,Kriftel,Kriftel,380.0
Sechtem - Siegburg TROISD O,11T0-0000-0486-W,AMPRION GMBH,Sechtem,Siegburg,220.0
Sechtem - Siegburg TROISD W,11T0-0000-0487-T,AMPRION GMBH,Sechtem,Siegburg,220.0
Osburg - Uchtelfangen UCHTLF O,11T0-0000-0798-7,AMPRION GMBH,Osburg,Uchtelfangen,380.0
Niederstedem - Uchtelfangen UCHTLF W,11T0-0000-0756-T,AMPRION GMBH,Niederstedem,Uchtelfangen,380.0
Y-Gersteinwerk (-Hanekenfaehr - Uentrop) UENTRO N,11T0-0000-0616-D,AMPRION GMBH,Gersteinwerk,Y-Gersteinwerk,380.0
Y-Hanekenfaehr (-Gersteinwerk - Uentrop) UENTRO N,11T0-0000-0644-7,AMPRION GMBH,Hanekenfaehr,Y-Gersteinwerk,380.0
Y-Uentrop (-Gersteinwerk - Hanekenfaehr) UENTRO N,11T0-0000-0869-B,AMPRION GMBH,Uentrop,Y-Gersteinwerk,380.0
Uerdingen - Utfort UERDIN W,11T0-0000-0113-A,AMPRION GMBH,Uerdingen,Utfort,220.0
Y-Duelken (-Edelstahl - Utfort) UTFORT W,11T0-0000-1446-5,AMPRION GMBH,Duelken,Y-Edelstahl,220.0
Y-Edelstahl (-Duelken - Utfort) UTFORT W,11T0-0000-1447-2,AMPRION GMBH,Edelstahl,Y-Edelstahl,220.0
Y-Utfort (-Duelken - Edelstahl) UTFORT W,11T0-0000-1449-X,AMPRION GMBH,Utfort,Y-Edelstahl,220.0
Rommerskirchen - Sechtem VILLE O,11T0-0000-0831-A,AMPRION GMBH,Rommerskirchen,Sechtem,380.0
Rommerskirchen - Sechtem VILLE W,11T0-0000-1011-F,AMPRION GMBH,Rommerskirchen,Sechtem,380.0
Voehringen - Woringen VOEHRG O,11T0-0000-0883-L,AMPRION GMBH,Voehringen,Woringen,380.0
Rommerskirchen - Sechtem VORGBG O,11T0-0000-2134-O,AMPRION GMBH,Rommerskirchen,Sechtem,380.0
Brauweiler - Rommerskirchen VORGBG W,11T0-0000-2072-J,AMPRION GMBH,Brauweiler,Rommerskirchen,220.0
Knapsack - Sechtem WABERG W,11T0-0000-0663-2,AMPRION GMBH,Knapsack,Sechtem,380.0
Y-Hamborn (-Schwelgern - Walsum) WALSUM N,11T0-0000-1455-4,AMPRION GMBH,Hamborn,Y-Walsum,220.0
Y-Schwelgern (-Hamborn - Walsum) WALSUM N,11T0-0000-1456-1,AMPRION GMBH,Schwelgern,Y-Walsum,220.0
Y-Walsum (-Hamborn - Schwelgern) WALSUM N,11T0-0000-1457-Z,AMPRION GMBH,Walsum,Y-Walsum,220.0
Y-Hamborn ( Schwelgern - Walsum) WALSUM S,11T0-0000-0304-1,AMPRION GMBH,Hamborn,Y-Schwelgern,220.0
Y-Schwelgern (-Hamborn - Walsum) WALSUM S,11T0-0000-1456-1,AMPRION GMBH,Schwelgern,Y-Schwelgern,220.0
Y-Walsum (-Hamborn - Schwelgern) WALSUM S,11T0-0000-0529-5,AMPRION GMBH,Walsum,Y-Schwelgern,220.0
Gersteinwerk - Lippe WALTRO S,11T0-0000-0610-V,AMPRION GMBH,Gersteinwerk,Lippe,380.0
Gersteinwerk - Wambel WAMBEL O,11T0-0000-0287-2,AMPRION GMBH,Gersteinwerk,Wambel,220.0
Gersteinwerk - Wambel WAMBEL W,11T0-0000-0289-X,AMPRION GMBH,Gersteinwerk,Wambel,220.0
Emscherbruch - Kusenhorst WEHOLT O,11T0-0000-1497-J,AMPRION GMBH,Emscherbruch,Kusenhorst,380.0
Emscherbruch- Kusenhorst WEHOLT W,11T0-0000-2065-E,AMPRION GMBH,Emscherbruch,Kusenhorst,380.0
Lambsheim - Maximiliansau WEINST O,11T0-0000-2119-H,AMPRION GMBH,Lambsheim,Maximiliansau,380.0
Weingarten - Maximiliansau WEINST W,11T0-0000-2120-3,AMPRION GMBH,Maximiliansau,Weingarten,380.0
Eiberg - Hattingen WEITMR W,11T0-0000-0647-Z,AMPRION GMBH,Eiberg,Hattingen,380.0
Y-Bochum (-Hattingen - Welper) WELPER O,11T0-0000-0184-G,AMPRION GMBH,Bochum,Y-Welper,220.0
Y-Hattingen (-Bochum - Welper) WELPER O,11T0-0000-0321-2,AMPRION GMBH,Hattingen,Y-Welper,220.0
Y-Welper (-Bochum - Hattingen) WELPER O,11T0-0000-0542-I,AMPRION GMBH,Welper,Y-Welper,220.0
Amelsbueren - Gersteinwerk WERSE W,11T0-0000-0281-K,AMPRION GMBH,Amelsbueren,Gersteinwerk,220.0
Y-Ossenberg (-Niederrhein - Utfort) WESEL O,11T0-0000-0423-S,AMPRION GMBH,Ossenberg,Utfort,220.0
Garenfeld - Kruckel WESTENDE,11T0-0000-2181-D,AMPRION GMBH,Garenfeld,Kruckel,380.0
Luestringen - Westerkappeln WESTER N,11T0-0000-0714-E,AMPRION GMBH,Luestringen,Westerkappeln,380.0
Luestringen - Westerkappeln WESTER S,11T0-0000-0715-B,AMPRION GMBH,Luestringen,Westerkappeln,220.0
Emscherbruch - Huellen WESTFL W,11T0-0000-2054-L,AMPRION GMBH,Emscherbruch,Huellen,380.0
Y-Dauersberg (-Asslar - Limburg) WESTW W1,11T0-0000-0994-9,AMPRION GMBH,Dauersberg,Y-Dauersberg,380.0
Y-Limburg (-Asslar - Dauersberg) WESTW W1,11T0-0000-0995-6,AMPRION GMBH,Limburg,Y-Dauersberg,380.0
Wehrendorf - Westerkappeln WIEHEN O,11T0-0000-0537-7,AMPRION GMBH,Wehrendorf,Westerkappeln,220.0
Bayer - Opladen WIESDF,11T0-0000-0412-Z,AMPRION GMBH,Bayer,Opladen,220.0
Mengede - Witten WITTEN W,11T0-0000-0734-6,AMPRION GMBH,Mengede,Witten,380.0
Y-Bacharach (-Buerstadt - Waldlaubersheim) WONNEG O,11T0-0000-0976-B,AMPRION GMBH,Bacharach,Y-Waldlaubersheim,380.0
Y-Buerstadt (-Bacharach - Waldlaubersheim) WONNEG O,11T0-0000-0977-8,AMPRION GMBH,Buerstadt,Y-Waldlaubersheim,380.0
Y-Waldlaubersheim (-Bacharach - Buerstadt) WONNEG O,11T0-0000-0975-E,AMPRION GMBH,Waldlaubersheim,Y-Waldlaubersheim,380.0
Buerstadt - Waldlaubersheim WONNEG W,11T0-0000-0885-F,AMPRION GMBH,Buerstadt,Waldlaubersheim,380.0
Liessem - Weissenthurm WTHURM O,11T0-0000-0700-U,AMPRION GMBH,Liessem,Weissenthurm,380.0
Niederrhein - Utfort ZENSEN S,11T0-0000-1534-A,AMPRION GMBH,Niederrhein,Utfort,380.0
Osterath - St. Peter ZONS O,11T0-0000-1462-9,AMPRION GMBH,Osterath,St. Peter,220.0
Norf - Osterath ZONS W,11T0-0000-0425-M,AMPRION GMBH,Norf,Osterath,220.0
Y-Wiesloch (-Hueffenhardt - Neurott) ge,11TD400000542-3P,TRANSNETBW,Y-Hueffenhardt,Wiesloch,380.0
Alfstedt - Dollern gelb,11T0-0000-1946-H,TENNETGMBH,Alfstedt,Dollern,380.0
Alfstedt - Dollern rot,11T0-0000-1945-K,TENNETGMBH,Alfstedt,Dollern,380.0
Alfstedt - Elsfleth/W schwarz,11T0-0000-1943-Q,TENNETGMBH,Elsfleth/W,Alfstedt,380.0
Alfstedt - Farge blau,11T0-0000-1944-N,TENNETGMBH,Farge,Alfstedt,380.0
Algermissen - Grohnde 2,11TD2L000000002N,TENNETGMBH,Grohnde,Algermissen,380.0
Algermissen - Mehrum/N 2,11T0-0000-1911-7,TENNETGMBH,Algermissen,Mehrum/N,380.0
Altheim - Sittling 219,11TD2L000000003L,TENNETGMBH,Altheim,Sittling,220.0
Altheim - Sittling 220,11TD2L000000004J,TENNETGMBH,Altheim,Sittling,220.0
Aschaffenburg - Bergrheinfeld/W 418,11T0-0000-0044-0,TENNETGMBH,Aschaffenburg,Bergrheinfeld/W,380.0
Aschaffenburg - Grosskrotzenburg 412,11TD2L000000006F,TENNETGMBH,Grosskrotzenburg,Aschaffenburg,380.0
Audorf - Audorf/S T421,11TD2L0000000099,TENNETGMBH,Audorf,Audorf/S,220.0
Audorf - Audorf/S T422,11T0-0000-0017-3,TENNETGMBH,Audorf,Audorf/S,220.0
Audorf - Kiel/S gelb,11TD2L000000014G,TENNETGMBH,Kiel/S,Audorf,220.0
Audorf - Kiel/W rot,11TD2L000000015E,TENNETGMBH,Kiel/W,Audorf,220.0
Audorf/S - Handewitt blau,11T0-0000-1517-9,TENNETGMBH,Handewitt,Audorf/S,380.0
Audorf/S - Handewitt gruen,11T0-0000-1516-C,TENNETGMBH,Audorf/S,Handewitt,380.0
Audorf/S - Kummerfeld schwarz,11T0-0000-0039-Q,TENNETGMBH,Audorf/S,Kummerfeld,380.0
Audorf/S - Schuby/W schwarz,11T0-0000-1475-X,TENNETGMBH,Schuby/W,Audorf/S,380.0
Audorf/S - Schuby/W weiss,11T0-0000-1473-2,TENNETGMBH,Schuby/W,Audorf/S,380.0
Bechterdissen - Eickum 1,11TD2L0000000625,TENNETGMBH,Bechterdissen,Eickum,380.0
Bechterdissen - Eickum 3,11T0-0000-1548-V,TENNETGMBH,Bechterdissen,Eickum,380.0
Bechterdissen - Elsen 1,11TD2L000000017A,TENNETGMBH,Elsen,Bechterdissen,380.0
Bechterdissen - Elsen 2,11TD2L000000335X,TENNETGMBH,Elsen,Bechterdissen,380.0
Bechterdissen - Lage A03,11TD2L0000003055,TENNETGMBH,Bechterdissen,Lage,220.0
Bechterdissen - Veltheim A01,11TD2L000000356P,TENNETGMBH,Bechterdissen,Veltheim,220.0
Bergrheinfeld/W - Grafenrheinfeld 426,11T0-0000-0029-U,TENNETGMBH,Grafenrheinfeld,Bergrheinfeld/W,380.0
Bergrheinfeld/W - Grafenrheinfeld 427,11TD2L000000359J,TENNETGMBH,Grafenrheinfeld,Bergrheinfeld/W,380.0
Bergrheinfeld/W - Grafenrheinfeld 487,11T0-0000-1675-N,TENNETGMBH,Grafenrheinfeld,Bergrheinfeld/W,380.0
Bergrheinfeld/W - Grosskrotzenburg 417,11T0-0000-0045-Y,TENNETGMBH,Grosskrotzenburg,Bergrheinfeld/W,380.0
Bergshausen - Borken 2,11TD2L000000262Y,TENNETGMBH,Bergshausen,Borken,380.0
Bergshausen - Wuergassen 1,11T0-0000-1833-Z,TENNETGMBH,Bergshausen,Wuergassen,380.0
Borken - Giessen/N 1,11TD2L0000000285,TENNETGMBH,Borken,Giessen/N,380.0
Borken - Giessen/N 2,11TD2L0000000293,TENNETGMBH,Borken,Giessen/N,380.0
Borken - Mecklar 1,11TD2L000000030I,TENNETGMBH,Borken,Mecklar,380.0
Borken - Mecklar 2,11TD2L000000031G,TENNETGMBH,Borken,Mecklar,380.0
Brokdorf - Itzehoe/W gruen,11TD2L000000034A,TENNETGMBH,Itzehoe/W,Brokdorf,220.0
Brunsbuettel - Buettel blau,11TD2L0000000374,TENNETGMBH,Buettel,Brunsbuettel,380.0
Brunsbuettel - Buettel gruen,11TD2L0000000382,TENNETGMBH,Buettel,Brunsbuettel,380.0
Brunsbuettel - Itzehoe/W rot,11TD2L0000000390,TENNETGMBH,Itzehoe/W,Brunsbuettel,220.0
Brunsbuettel - Suederdonn blau,11TD2L000000344W,TENNETGMBH,Suederdonn,Brunsbuettel,380.0
Brunsbuettel - Suederdonn gelb,11TD2L000000343Y,TENNETGMBH,Suederdonn,Brunsbuettel,380.0
Buettel - Wilster/W gelb,11TD2L0000000439,TENNETGMBH,Wilster/W,Buettel,380.0
Buettel - Wilster/W rot,11TD2L0000000447,TENNETGMBH,Wilster/W,Buettel,380.0
Conneforde - Cloppenburg/O gruen,11TD2L0000000455,TENNETGMBH,Cloppenburg/O,Conneforde,220.0
Conneforde - Conneforde/O blau,11T0-0000-0079-A,TENNETGMBH,Conneforde,Conneforde/O,380.0
Conneforde - Conneforde/O rot,11T0-0000-0999-V,TENNETGMBH,Conneforde,Conneforde/O,380.0
Conneforde - Conneforde/O weiss,11T0-0000-2397-I,TENNETGMBH,Conneforde,Conneforde/O,380.0
Conneforde - Diele rot,11TD2L0000000471,TENNETGMBH,Conneforde,Diele,380.0
Conneforde - Diele weiss,11TD2L000000049Y,TENNETGMBH,Conneforde,Diele,380.0
Conneforde - Emden/O gelb,11T0-0000-1677-H,TENNETGMBH,Emden/O,Conneforde,380.0
Conneforde - Fedderwarden blau,11T0-0000-1614-D,TENNETGMBH,Conneforde,Fedderwarden,220.0
Conneforde - Fedderwarden rot,11T0-0000-1613-G,TENNETGMBH,Conneforde,Fedderwarden,220.0
Conneforde/O - Elsfleth/W gelb/rot,11T0-0000-2299-H,TENNETGMBH,Conneforde/O,Elsfleth/W,380.0
Conneforde/O - Emden/O blau,11T0-0000-1678-E,TENNETGMBH,Emden/O,Conneforde/O,380.0
Diele - Doerpen/W gelb,11TD2L0000000536,TENNETGMBH,Diele,Doerpen/W,380.0
Dipperz - Grosskrotzenburg 2,11TD2L000000337T,TENNETGMBH,Dipperz,Grosskrotzenburg,380.0
Elsen - Twistetal 1,11TD2L0000002326,TENNETGMBH,Elsen,Twistetal,380.0
Elsen - Twistetal 2,11TD2L0000002318,TENNETGMBH,Elsen,Twistetal,380.0
Elsfleth/W - Farge gruen,11T0-0000-1005-7,TENNETGMBH,Elsfleth/W,Farge,380.0
Elsfleth/W - Ganderkesee rot,11T0-0000-0982-J,TENNETGMBH,Elsfleth/W,Ganderkesee,380.0
Elsfleth/W - Niedervieland gruen,11T0-0000-1003-D,TENNETGMBH,Elsfleth/W,Niedervieland,380.0
Eltmann - Grafenrheinfeld 422,11TD2L0000000641,TENNETGMBH,Grafenrheinfeld,Eltmann,380.0
Eltmann - Redwitz 428,11TD2L000000088O,TENNETGMBH,Eltmann,Redwitz,380.0
Etzenricht - Mechlenreuth 437/479,11T0-0000-2273-6,TENNETGMBH,Etzenricht,Mechlenreuth,380.0
Etzenricht - Schwandorf 455,11T0-0000-2203-Y,TENNETGMBH,Schwandorf,Etzenricht,380.0
Etzenricht - Schwandorf 456,11T0-0000-2232-P,TENNETGMBH,Schwandorf,Etzenricht,380.0
Fedderwarden - Conneforde gelb,11T0-0000-1488-K,TENNETGMBH,Conneforde,Fedderwarden,380.0
Fedderwarden - Conneforde gruen,11T0-0000-1489-H,TENNETGMBH,Conneforde,Fedderwarden,380.0
Fedderwarden - Maade schwarz,11T0-0000-1616-7,TENNETGMBH,Fedderwarden,Maade,220.0
Fedderwarden - Maade weiss,11T0-0000-1615-A,TENNETGMBH,Fedderwarden,Maade,220.0
Frankfurt/SW - Karben 3,11TD2L0000000730,TENNETGMBH,Karben,Frankfurt/SW,380.0
Ganderkesee - Niedervieland schwarz,11TD2L000000074Z,TENNETGMBH,Niedervieland,Ganderkesee,380.0
Giessen/N - Asslar 4,11TD2L000000075X,TENNETGMBH,Giessen/N,Asslar,380.0
Giessen/N - Dillenburg 3,11TD2L000000076V,TENNETGMBH,Giessen/N,Dillenburg,380.0
Giessen/N - Karben 1,11T0-0000-0055-U,TENNETGMBH,Giessen/N,Karben,380.0
Giessen/N - Karben 2,11TD2L0000003144,TENNETGMBH,Giessen/N,Karben,380.0
Grafenrheinfeld - Oberhaid 423,11TD2L000000085U,TENNETGMBH,Grafenrheinfeld,Oberhaid,380.0
Grafenrheinfeld - Raitersaich 433,11TD2L000000086S,TENNETGMBH,Grafenrheinfeld,Raitersaich,380.0
Grafenrheinfeld - Raitersaich 434,11TD2L000000087Q,TENNETGMBH,Grafenrheinfeld,Raitersaich,380.0
Grohnde - Mehrum/N 1,11T0-0000-1913-1,TENNETGMBH,Grohnde,Mehrum/N,380.0
Grosskrotzenburg - Frankfurt/N 3,11TD2L000000101L,TENNETGMBH,Grosskrotzenburg,Frankfurt/N,220.0
Grosskrotzenburg - Karben 3,11TD2L0000003136,TENNETGMBH,Karben,Grosskrotzenburg,380.0
Grosskrotzenburg - Mecklar 1,11T0-0000-2183-7,TENNETGMBH,Mecklar,Grosskrotzenburg,380.0
Grosskrotzenburg - Trennfeld 217,11TD2L000000103H,TENNETGMBH,Grosskrotzenburg,Trennfeld,220.0
Grosskrotzenburg - Trennfeld 218,11TD2L000000104F,TENNETGMBH,Grosskrotzenburg,Trennfeld,220.0
Hamburg/N - Brokdorf blau,11TD2L000000105D,TENNETGMBH,Hamburg/N,Brokdorf,220.0
Hamburg/N - Itzehoe/W rot,11TD2L000000106B,TENNETGMBH,Hamburg/N,Itzehoe/W,220.0
Hamburg/N - Luebeck gelb,11TD2L0000001079,TENNETGMBH,Luebeck,Hamburg/N,220.0
Hamburg/N - Luebeck rot,11TD2L0000001087,TENNETGMBH,Luebeck,Hamburg/N,220.0
Handewitt - Jardelund blau,11T0-0000-0926-V,TENNETGMBH,Jardelund,Handewitt,380.0
Handewitt - Jardelund gruen,11T0-0000-0925-Y,TENNETGMBH,Jardelund,Handewitt,380.0
Hattorf - Helmstedt 2,11TD2L0000001095,TENNETGMBH,Hattorf,Helmstedt,380.0
Heide/W - Husum/N schwarz,11T0-0000-1634-5,TENNETGMBH,Husum/N,Heide/W,380.0
Heide/W - Husum/N weiss,11T0-0000-1635-2,TENNETGMBH,Husum/N,Heide/W,380.0
Husum/N - Klixbuell/S schwarz,11T0-0000-1861-T,TENNETGMBH,Husum/N,Klixbuell/S,380.0
Husum/N - Klixbuell/S weiss,11T0-0000-1860-W,TENNETGMBH,Husum/N,Klixbuell/S,380.0
Ingolstadt - Raitersaich 265,11TD2L000000115A,TENNETGMBH,Ingolstadt,Raitersaich,220.0
Ingolstadt - Raitersaich 266,11TD2L0000001168,TENNETGMBH,Ingolstadt,Raitersaich,220.0
Ingolstadt - Sittling 227,11TD2L0000001176,TENNETGMBH,Sittling,Ingolstadt,220.0
Ingolstadt - Sittling 228,11TD2L0000001184,TENNETGMBH,Sittling,Ingolstadt,220.0
Irsching - Ottenhofen 421,11TD2L0000001192,TENNETGMBH,Irsching,Ottenhofen,380.0
Irsching - Raitersaich 424,11TD2L000000120H,TENNETGMBH,Irsching,Raitersaich,380.0
Irsching - Raitersaich 425,11TD2L000000121F,TENNETGMBH,Irsching,Raitersaich,380.0
Irsching - Zolling 262,11TD2L000000122D,TENNETGMBH,Zolling,Irsching,220.0
Isar - Ottenhofen 443,11TD2L000000123B,TENNETGMBH,Isar,Ottenhofen,380.0
Isar - Pleinting 451,11TD2L0000001265,TENNETGMBH,Isar,Pleinting,380.0
Kiel/W - Kiel/S blau,11TD2L0000001346,TENNETGMBH,Kiel/W,Kiel/S,220.0
Klein Ilsede - Mehrum/N 1,11T0-0000-1914-Z,TENNETGMBH,Mehrum/N,Klein Ilsede,380.0
Krempermarsch - Stade/W gelb,11T0-0000-2192-6,TENNETGMBH,Krempermarsch,Stade/W,380.0
Krempermarsch - Stade/W rot,11T0-0000-2198-P,TENNETGMBH,Krempermarsch,Stade/W,380.0
Krempermarsch - Wilster/W rot,11T0-0000-2199-M,TENNETGMBH,Wilster/W,Krempermarsch,380.0
Kruemmel - Lueneburg gruen,11TD2L000000166U,TENNETGMBH,Lueneburg,Kruemmel,380.0
Kruemmel - Stadorf blau/2,11TD2L0000002261,TENNETGMBH,Kruemmel,Stadorf,380.0
Kuehtai - Silz 264,11T0-0000-1684-M,TENNETGMBH,Kuehtai,Silz,220.0
Kuehtai - Silz 265,11T0-0000-1685-J,TENNETGMBH,Kuehtai,Silz,220.0
Kummerfeld - Dollern gruen,11T0-0000-0969-6,TENNETGMBH,Kummerfeld,Dollern,380.0
Lamspringe - Wahle 3,11T0-0000-1694-I,TENNETGMBH,Wahle,Lamspringe,380.0
Lamspringe - Wahle 4,11T0-0000-1695-F,TENNETGMBH,Wahle,Lamspringe,380.0
Landesbergen - Grohnde 1,11TD2L0000001419,TENNETGMBH,Landesbergen,Grohnde,380.0
Landesbergen - Grohnde 2,11TD2L0000001427,TENNETGMBH,Landesbergen,Grohnde,380.0
Landesbergen - Hannover/W 3,11TD2L0000001435,TENNETGMBH,Landesbergen,Hannover/W,220.0
Landesbergen - Hannover/W 4,11TD2L0000001443,TENNETGMBH,Landesbergen,Hannover/W,220.0
Landesbergen - Mehringen 3,11T0-0000-2295-T,TENNETGMBH,Mehringen,Landesbergen,380.0
Landesbergen - Ohlensehlen 1,11TD2L0000003322,TENNETGMBH,Ohlensehlen,Landesbergen,380.0
Lehrte - Landesbergen 1,11TD2L000000158T,TENNETGMBH,Landesbergen,Lehrte,220.0
Lehrte - Mehrum 1,11TD2L000000159R,TENNETGMBH,Mehrum,Lehrte,220.0
Lehrte - Mehrum 2,11TD2L0000001605,TENNETGMBH,Mehrum,Lehrte,220.0
Lehrte - Wahle 1,11TD2L0000001613,TENNETGMBH,Wahle,Lehrte,220.0
Ludersheim - Raitersaich 237,11TD2L0000001621,TENNETGMBH,Ludersheim,Raitersaich,220.0
Ludersheim - Schwandorf 223,11TD2L000000164Y,TENNETGMBH,Schwandorf,Ludersheim,220.0
Ludersheim - Sittling 221,11TD2L000000165W,TENNETGMBH,Ludersheim,Sittling,220.0
Maade - Inhausen schwarz,11TD2L000000168Q,TENNETGMBH,Inhausen,Maade,220.0
Maade - Voslapp weiss,11TD2L000000169O,TENNETGMBH,Voslapp,Maade,220.0
Marienberg - Neufinsing 251,11TD2L000000172Z,TENNETGMBH,Marienberg,Neufinsing,220.0
Mechlenreuth - Redwitz 476,11T0-0000-1689-7,TENNETGMBH,Redwitz,Mechlenreuth,380.0
Mechlenreuth - Redwitz 477,11T0-0000-1688-A,TENNETGMBH,Redwitz,Mechlenreuth,380.0
Mecklar - Dipperz 2,11TD2L000000178N,TENNETGMBH,Mecklar,Dipperz,380.0
Mehringen - Sottrum 3,11T0-0000-2268-W,TENNETGMBH,Mehringen,Sottrum,380.0
Mehringen - Sottrum 4,11T0-0000-2267-Z,TENNETGMBH,Mehringen,Sottrum,380.0
Mehrum - Hallendorf 1,11TD2L000000181Y,TENNETGMBH,Mehrum,Hallendorf,220.0
Mehrum - Mehrum/N T421,11T0-0000-1893-B,TENNETGMBH,Mehrum,Mehrum,220.0
Mehrum - Mehrum/N T422,11T0-0000-1892-E,TENNETGMBH,Mehrum,Mehrum,220.0
Mehrum/N - Wahle 2,11T0-0000-1912-4,TENNETGMBH,Mehrum/N,Wahle,380.0
Meissen - Veltheim A09,11TD2L000000339P,TENNETGMBH,Meissen,Veltheim,220.0
Neufinsing - Oberbachern 263,11TD2L000000184S,TENNETGMBH,Oberbachern,Neufinsing,220.0
Neufinsing - Oberbachern 264,11TD2L000000185Q,TENNETGMBH,Oberbachern,Neufinsing,220.0
Neufinsing - Ottenhofen 286,11TD2L000000186O,TENNETGMBH,Neufinsing,Ottenhofen,220.0
Neufinsing - Ottenhofen 287,11TD2L000000187M,TENNETGMBH,Neufinsing,Ottenhofen,220.0
Neufinsing - Zolling 258,11TD2L000000188K,TENNETGMBH,Neufinsing,Zolling,220.0
Oberbachern - Oberbrunn 269,11TD2L000000193R,TENNETGMBH,Oberbrunn,Oberbachern,220.0
Oberbachern - Oberbrunn 270,11TD2L000000194P,TENNETGMBH,Oberbrunn,Oberbachern,220.0
Oberbachern - Ottenhofen 461,11TD2L000000195N,TENNETGMBH,Ottenhofen,Oberbachern,380.0
Oberbachern - Ottenhofen 462,11TD2L000000196L,TENNETGMBH,Ottenhofen,Oberbachern,380.0
Oberhaid - Redwitz 435,11TD2L000000197J,TENNETGMBH,Oberhaid,Redwitz,380.0
Pleinting - Schwandorf 226,11TD2L000000204B,TENNETGMBH,Schwandorf,Pleinting,220.0
Raitersaich - Trennfeld 211,11TD2L0000002075,TENNETGMBH,Raitersaich,Trennfeld,220.0
Raitersaich - Trennfeld 212,11T0-0000-2186-Z,TENNETGMBH,Raitersaich,Trennfeld,220.0
Redwitz - Wuergau 436,11TD2L000000255V,TENNETGMBH,Wuergau,Redwitz,380.0
Redwitz - Wuergau 457,11T0-0000-1906-X,TENNETGMBH,Wuergau,Redwitz,380.0
Regensburg - Schwandorf 275,11TD2L0000002083,TENNETGMBH,Schwandorf,Regensburg,220.0
Schuby/W - Handewitt gelb,11T0-0000-1472-5,TENNETGMBH,Handewitt,Schuby/W,380.0
Schuby/W - Handewitt rot,11T0-0000-1471-8,TENNETGMBH,Handewitt,Schuby/W,380.0
Siems - Luebeck blau,11TD2L0000002156,TENNETGMBH,Siems,Luebeck,220.0
Sottrum - Blockland blau,11TD2L0000002164,TENNETGMBH,Sottrum,Blockland,220.0
Sottrum - Stade/W schwarz,11T0-0000-2306-K,TENNETGMBH,Stade/W,Sottrum,380.0
Sottrum - Stade/W weiss,11T0-0000-2464-Y,TENNETGMBH,Stade/W,Sottrum,380.0
Stadorf - Lueneburg 1,11TD2L000000228Y,TENNETGMBH,Lueneburg,Stadorf,380.0
Suederdonn - Heide/W blau,11T0-0000-0971-Q,TENNETGMBH,Heide/W,Suederdonn,380.0
Suederdonn - Heide/W gruen,11T0-0000-0970-T,TENNETGMBH,Heide/W,Suederdonn,380.0
Unterweser - Conneforde rot,11TD2L0000002350,TENNETGMBH,Conneforde,Unterweser,220.0
Unterweser - Elsfleth/W weiss,11T0-0000-1004-A,TENNETGMBH,Unterweser,Elsfleth/W,380.0
Veltheim - Bechterdissen A07,11TD2L0000003411,TENNETGMBH,Bechterdissen,Veltheim,220.0
Veltheim - Lage A06,11TD2L0000003403,TENNETGMBH,Lage,Veltheim,220.0
Voslapp - Inhausen rot,11TD2L000000237X,TENNETGMBH,Voslapp,Inhausen,220.0
Wahle - Braunschweig/N 1,11TD2L000000239T,TENNETGMBH,Wahle,Braunschweig/N,220.0
